;ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_TIENEETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_ESPECIAL_GLOBAL;PERCENTIL_GLOBAL;ESTU_ESTADOINVESTIGACION
9997;TI;COLOMBIA;M;08/08/2003;20211;SB11202110004106;ESTUDIANTE;COLOMBIA;No;BOLIVAR;13.0;CARTAGENA  DE  INDIAS;13001.0;Estrato  6;3  a  4;Tres;Secundaria  (Bachillerato)  incompleta;Postgrado;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;30  minutos  o  menos;Más  de  3  horas;0;No;4234;313001003931;COLEGIO  JORGE  WASHINGTON;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;313001003931;COLEGIO  JORGE  WASHINGTON  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;13001;CARTAGENA  DE  INDIAS;13;BOLIVAR;N;13001;CARTAGENA  DE  INDIAS;BOLIVAR;13;64;53;3;68;69;3;60;54;3;61;54;3;85.0;85.0;B+;325;;61.0;PUBLICAR
13143;TI;COLOMBIA;F;18/11/2004;20211;SB11202110003153;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;No;11  A  25  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Más  de  3  horas;0;No;36681;376001026925;COMFANDI  MIRAFLORES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001026925;COMFANDI  MIRAFLORES;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;60;41;3;54;28;3;54;34;2;52;31;2;58.0;29.0;A2;276;;31.0;PUBLICAR
6821;TI;COLOMBIA;M;16/12/0002;20211;SB11202110007844;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  6;3  a  4;Cuatro;Educación  profesional  completa;Educación  profesional  completa;Es  agricultor,  pesquero  o  jornalero;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;Si;Si;26  A  100  LIBROS;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;30  minutos  o  menos;Entre  1  y  3  horas;0;No;628255;376001002279;COLEGIO  COLOMBO  BRITÁNICO;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;376001002279;COLEGIO  COLOMBO  BRITÁNICO;S;RURAL;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;63;51;3;60;44;3;61;57;3;68;77;3;83.0;79.0;B+;323;;60.0;PUBLICAR
12721;TI;COLOMBIA;F;16/08/2003;20211;SB11202110061990;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;5  a  6;Tres;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;No  aplica;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;No;Si;No;11  A  25  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Entre  30  y  60  minutos;0;Si,  en  efectivo;62653;376001041523;LICEO  MAYOR  TECNICO  DEL  VALLE;MIXTO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;376001041523;LICEO  MAYOR  TECNICO  DEL  VALLE;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;37;3;2;41;8;2;45;14;2;32;4;1;42.0;8.0;A-;195;;5.0;PUBLICAR
6993;TI;COLOMBIA;M;27/03/2003;20211;SB11202110012195;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Cinco;Educación  profesional  completa;Educación  profesional  completa;Es  vendedor  o  trabaja  en  atención  al  público;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;No;Si;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;Entre  11  y  20  horas;Si,  en  efectivo;17723;376001002066;INSTITUTO  TÉCNICO  INDUSTRIAL  SAN  JUAN  BOSCO;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001002066;INSTITUTO  TÉCNICO  INDUSTRIAL  SAN  JUAN  BOSCO;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;47;12;2;39;7;2;40;8;1;40;12;1;56.0;26.0;A1;213;;9.0;PUBLICAR
1311;TI;COLOMBIA;M;20/08/2004;20211;SB11202110007999;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;5  a  6;Tres;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;30  minutos  o  menos;Más  de  3  horas;0;No;729962;376001035843;COLEGIO  MAYOR  SAN  FRANCISCO  DE  ASIS;MIXTO;NO  OFICIAL;B;;ACADÉMICO;376001035843;COLEGIO  MAYOR  SAN  FRANCISCO  DE  ASIS  -  SEDE  PRINCIPAL;S;URBANO;UNICA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;65;60;3;63;53;3;66;74;3;63;60;3;72.0;51.0;B1;324;;61.0;PUBLICAR
14437;TI;COLOMBIA;F;25/06/2003;20211;SB11202110004507;ESTUDIANTE;COLOMBIA;No;ATLANTICO;8.0;BARRANQUILLA;8001.0;Estrato  5;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;No;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;3327;308001074771;COLEGIO  HEBREO  UNION;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;308001074771;COLEGIO  HEBREO  UNION  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;8001;BARRANQUILLA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;70;80;4;80;96;4;74;95;4;69;80;3;82.0;78.0;B+;370;;90.0;PUBLICAR
1450;TI;COLOMBIA;M;22/03/2003;20211;SB11202110065552;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  2;5  a  6;Tres;No  sabe;Secundaria  (Bachillerato)  incompleta;No  aplica;No  aplica;Si;Si;Si;No;Si;No;Si;No;11  A  25  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;Si,  en  especie;112300;311001105928;CENT  EDUC  PROEDUCAR;MIXTO;NO  OFICIAL;A;N;ACADÉMICO;311001105928;CENT  EDUC  PROEDUCAR                                                                                                                                                                  ;S;URBANO;MAÑANA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;50;15;2;51;21;3;42;11;2;40;11;1;50.0;17.0;A1;230;;13.0;PUBLICAR
13413;TI;COLOMBIA;M;16/08/2003;20211;SB11202110002963;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  6;3  a  4;Dos;Educación  profesional  completa;;Trabaja  como  personal  de  limpieza,  mantenimiento,  seguridad  o  construcción;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;Si;Si;26  A  100  LIBROS;Nunca  o  rara  vez  comemos  eso;3  a  5  veces  por  semana;Nunca  o  rara  vez  comemos  eso;Mejor;Entre  30  y  60  minutos;Más  de  3  horas;0;No;177089;376001042165;COLEGIO  SAN  AMBROSIO  DE  MILAN;MIXTO;NO  OFICIAL;B;;TÉCNICO;376001042165;COORPORACION  COLEGIO  SAN  AMBROSIO  DE  MILAN  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;62;47;3;60;45;3;64;70;3;61;53;3;78.0;63.0;B1;315;;54.0;PUBLICAR
10698;CC;COLOMBIA;M;27/09/2002;20211;SB11202110003277;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;PALMIRA;76520.0;Estrato  3;3  a  4;Tres;Educación  profesional  incompleta;Postgrado;Es  vendedor  o  trabaja  en  atención  al  público;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;No;No;No;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;662965;376520006532;INST.SIST.DE  EDUCACION  EMPRESARIAL  COLEGIO  ISEE  ;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376520006532;INST  COLEGIO  ISEE;S;URBANO;MAÑANA;76520;PALMIRA;76;VALLE;N;76520;PALMIRA;VALLE;76;61;45;3;60;43;3;63;66;3;65;66;3;64.0;40.0;A2;312;;52.0;PUBLICAR
8379;CC;COLOMBIA;M;03/09/2002;20211;SB11202110003447;ESTUDIANTE;COLOMBIA;No;ATLANTICO;8.0;BARRANQUILLA;8001.0;Estrato  5;5  a  6;Cinco;Secundaria  (Bachillerato)  incompleta;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  1  y  3  horas;Entre  11  y  20  horas;No;3418;408573012835;COLEGIO  KARL  C  PARRISH;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;408573012835;COLEGIO  KARL  C  PARRISH;S;URBANO;COMPLETA;8573;PUERTO  COLOMBIA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;61;44;3;66;61;3;67;78;3;63;60;3;100.0;100.0;B+;335;;68.0;PUBLICAR
13595;CC;COLOMBIA;M;07/02/2003;20211;SB11202110037291;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  6;5  a  6;Tres;Secundaria  (Bachillerato)  incompleta;Secundaria  (Bachillerato)  completa;No  aplica;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;Entre  30  y  60  minutos;Más  de  3  horas;0;No;19471;311848002424;COL  SAN  CARLOS                                                                                                                                                                            ;MASCULINO;NO  OFICIAL;B;S;ACADÉMICO;311848002424;COL  SAN  CARLOS                                                                                                                                                                            ;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;73;88;4;71;78;4;73;93;4;74;91;4;87.0;91.0;B+;369;;90.0;PUBLICAR
13106;TI;COLOMBIA;M;07/06/2004;20211;SB11202110004636;ESTUDIANTE;COLOMBIA;No;CAUCA;19.0;POPAYÁN;19001.0;Estrato  4;3  a  4;Tres;Primaria  incompleta;Educación  profesional  incompleta;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;Si;No;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;39461;319001002054;SEMINARIO  MENOR  ARQUIDIOCESANO;MASCULINO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;319001002054;SEMINARIO  MENOR  ARQUIDIOCESANO;S;URBANO;COMPLETA;19001;POPAYÁN;19;CAUCA;N;19001;POPAYÁN;CAUCA;19;74;92;4;78;93;4;65;71;3;70;83;3;78.0;65.0;B1;361;;86.0;PUBLICAR
15121;TI;COLOMBIA;M;04/11/2004;20211;SB11202110014151;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;5  a  6;Cinco;Primaria  completa;Primaria  completa;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;No;Si;Si;Si;No;Si;11  A  25  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;Menos  de  10  horas;No;70086;376001013220;COLEGIO  BAUTISTA;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001013220;COLEGIO  BAUTISTA;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;45;10;2;53;26;3;42;10;2;45;18;2;61.0;34.0;A2;237;;15.0;PUBLICAR
1219;TI;COLOMBIA;M;30/07/2003;20211;SB11202110065517;ESTUDIANTE;COLOMBIA;;BOYACA;15.0;SOGAMOSO;15759.0;Estrato  2;5  a  6;Tres;Técnica  o  tecnológica  completa;Técnica  o  tecnológica  completa;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;;No;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;732941;315759002645;INSTITUCION  EDUCATIVA  NUEVA  GRANADA;MIXTO;NO  OFICIAL;A;;ACADÉMICO;315759002645;INSTITUCION  EDUCATIVA  NUEVA  GRANADA  -  SEDE  PRINCIPAL;S;URBANO;MAÑANA;15759;SOGAMOSO;15;BOYACA;N;15759;SOGAMOSO;BOYACA;15;56;28;3;45;13;2;62;60;3;61;55;3;53.0;22.0;A1;279;;33.0;PUBLICAR
8670;TI;COLOMBIA;F;08/10/2003;20211;SB11202110014827;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  6;3  a  4;Tres;Secundaria  (Bachillerato)  completa;Educación  profesional  completa;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;No;11  A  25  LIBROS;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;17186;376001006983;COLEGIO  NUESTRA  SEÑORA  DEL  ROSARIO;FEMENINO;NO  OFICIAL;B;N;ACADÉMICO;376001006983;COLEGIO  NUESTRA  SEÑORA  DEL  ROSARIO;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;60;41;3;53;26;3;44;13;2;47;20;2;68.0;44.0;B1;262;;25.0;PUBLICAR
1580;TI;COLOMBIA;M;11/11/2004;20211;SB11202110004516;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;PALMIRA;76520.0;Estrato  3;5  a  6;Cinco;Secundaria  (Bachillerato)  completa;Educación  profesional  incompleta;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;No;Si;Si;No;Si;No;26  A  100  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;105817;376520005781;COLEGIO  COMFANDI  REGIONAL  PALMIRA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376520005781;COLEGIO  COMFANDI  REGIONAL  PALMIRA  SEDE  PRINCIPAL;S;URBANO;MAÑANA;76520;PALMIRA;76;VALLE;N;76520;PALMIRA;VALLE;76;39;4;2;39;6;2;37;5;1;26;1;1;58.0;29.0;A2;185;;4.0;PUBLICAR
8036;TI;COLOMBIA;M;16/07/2003;20211;SB11202110002225;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Dos;No  sabe;No  sabe;Es  vendedor  o  trabaja  en  atención  al  público;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Mejor;30  minutos  o  menos;Entre  1  y  3  horas;Menos  de  10  horas;Si,  en  efectivo;117952;376001029932;COLEGIO  BILINGUE  MONTESSORI;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;376001029932;COLEGIO  BILINGUE  MONTESSORI;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;67;67;4;61;46;3;61;59;3;61;55;3;82.0;77.0;B+;320;;58.0;PUBLICAR
2107;TI;COLOMBIA;F;03/08/2003;20211;SB11202110061817;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;;5  a  6;Cuatro;;;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);;Si;Si;Si;;No;No;No;;;;;Igual;;;0;No;662742;311001110611;COLEGIO  MONTEHELENA;MIXTO;NO  OFICIAL;OTRO;;;311001110611;COLEGIO  MONTEHELENA  -  SEDE  PRINCIPAL;S;URBANO;MAÑANA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;67;67;4;66;60;3;56;41;3;69;79;3;80.0;69.0;B+;328;;64.0;PUBLICAR
14600;TI;COLOMBIA;M;31/05/0004;20211;SB11202110006366;ESTUDIANTE;COLOMBIA;No;BOLIVAR;13.0;CARTAGENA  DE  INDIAS;13001.0;Estrato  5;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;No;No;No;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;No  leo  por  entretenimiento;Más  de  3  horas;Menos  de  10  horas;No;73494;313001005748;GIMNASIO  ALTAIR  DE  CARTAGENA;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;313001005748;CORP.  EDUC.  GIMN.  ALTAIR  DE  C/GENA.;S;URBANO;MAÑANA;13001;CARTAGENA  DE  INDIAS;13;BOLIVAR;N;13001;CARTAGENA  DE  INDIAS;BOLIVAR;13;61;42;3;59;39;3;57;42;3;53;32;2;80.0;69.0;B+;296;;42.0;PUBLICAR
11790;TI;COLOMBIA;M;22/05/2005;20211;SB11202110011394;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;;;;;;;;;;;;;;;;;;;;;;;;;58727;376001028219;COLEGIO  COMFANDI  EL  PRADO;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001028219;COLEGIO  COMFANDI  EL  PRADO;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;47;12;2;52;25;3;46;16;2;40;11;1;49.0;16.0;A1;232;;14.0;PUBLICAR
3843;TI;COLOMBIA;M;01/03/2004;20211;SB11202110012415;ESTUDIANTE;COLOMBIA;No;CAUCA;19.0;POPAYÁN;19001.0;Estrato  1;5  a  6;Tres;Postgrado;Secundaria  (Bachillerato)  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;Menos  de  10  horas;Si,  en  efectivo;31369;319001000451;INSTITUTO  MELVIN  JONES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;319001000451;INSTITUTO  MELVIN  JONES;S;URBANO;MAÑANA;19001;POPAYÁN;19;CAUCA;N;19001;POPAYÁN;CAUCA;19;71;83;4;80;96;4;68;80;3;72;87;4;59.0;32.0;A2;358;;84.0;PUBLICAR
14348;TI;COLOMBIA;F;11/06/2003;20211;SB11202110032307;ESTUDIANTE;COLOMBIA;No;ATLANTICO;8.0;BARRANQUILLA;8001.0;Estrato  6;5  a  6;Tres;Educación  profesional  completa;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;11  A  25  LIBROS;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  30  y  60  minutos;Entre  11  y  20  horas;No;40154;308001007615;COLEGIO  LYNDON  B.  JOHNSON;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;308001007615;COLEGIO  LYNDON  B.  JOHNSON  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;8001;BARRANQUILLA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;37;3;2;36;5;2;48;21;2;35;6;1;55.0;25.0;A1;201;;6.0;PUBLICAR
8819;TI;COLOMBIA;F;01/03/2004;20211;SB11202110002104;ESTUDIANTE;COLOMBIA;No;LA  GUAJIRA;44.0;ALBANIA;44035.0;Estrato  3;5  a  6;Cuatro;Postgrado;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Más  de  3  horas;0;No;50724;344430001303;COLEGIO  ALBANIA;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;344430001303;COLEGIO  ALBANIA;S;URBANO;COMPLETA;44035;ALBANIA;44;LA  GUAJIRA;N;44035;ALBANIA;LA  GUAJIRA;44;69;74;4;68;68;3;70;86;3;66;70;3;82.0;76.0;B+;347;;76.0;PUBLICAR
7604;TI;COLOMBIA;F;09/09/2003;20211;SB11202110015550;ESTUDIANTE;COLOMBIA;No;CUNDINAMARCA;25.0;CHÍA;25175.0;Estrato  4;3  a  4;Tres;Postgrado;Educación  profesional  completa;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Es  vendedor  o  trabaja  en  atención  al  público;Si;Si;Si;Si;No;Si;Si;No;26  A  100  LIBROS;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;Nunca  o  rara  vez  comemos  eso;Peor;Entre  30  y  60  minutos;Más  de  3  horas;0;No;62190;425175000756;GIMN  CAMP  PARA  LA  EDUCACION  INTEGRAL  GICEI;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;425175000756;GIMN  CAMP  PARA  LA  EDUCACION  INTEGRAL  GICEI;S;RURAL;COMPLETA;25175;CHÍA;25;CUNDINAMARCA;N;25899;ZIPAQUIRÁ;CUNDINAMARCA;25;64;56;3;59;41;3;62;60;3;71;85;4;77.0;63.0;B1;325;;61.0;PUBLICAR
